Probe Name,sample01,sample02,sample03,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50,sample51,sample52,sample53
SRC,27.63,46.1,44.18,34.15,36.38,44.04,55.7,52.01,44.99,34.17,24.89,20,31.8,55.33,38.59,41.3,54.11,71.29,71.64,40.49,20,40.24,20,40.64,32.17,60.44,35.48,45.7,65.99,75,73.12,48.87,28.45,30.2,36.63,42.18,37.35,54.36,39.31,39.23,20,31.23,20,86.57,20,50.87,37.88,23.36,26.59,20,49.3,61.86
STAT1,1858.81,3878.05,4887.43,1522.92,3849.53,4243.97,1079.47,3063.88,1978.55,553.54,3799.83,4262.66,944.61,2651.37,3331.82,3307.09,343.96,1764.72,3379.16,687.57,340.31,305.81,262.06,438.38,373.22,2741.26,2467.95,709.37,535.23,2278.81,2833.02,1446.45,623.94,525.64,392.29,589.57,371.99,2596.2,3404.36,1693.26,313.97,341.65,294.08,255.79,549.24,2283.85,3751.64,1315.95,491.41,465.51,584.37,378.57
STAT2,539.08,1014.13,2512.27,500.81,1747.63,1803.03,305.4,904.27,810.92,102.51,1464.79,1988.68,159.01,1584.32,1286.42,1056.48,70.85,1118.39,1701.81,160.46,117.44,69.21,50.01,104.51,91.37,1626.41,980.34,161.7,92.87,977.29,1265.97,307.86,166.17,101.77,80.35,140.89,91.13,1150.56,1232.3,473.49,102.04,103.16,66.63,20,104.5,843.35,1664.59,195.09,100.85,105.01,116,66.81
STAT3,446.99,439.69,1067.98,603.25,939.45,1095.91,480.19,470.46,863.41,378.14,793.67,1177.95,342.75,692.92,973.39,1065.66,381.32,620.98,1298.2,220.44,314.28,304.21,322.07,449.99,286.99,620.56,726.72,317.78,361.71,524.99,854.49,345.73,316.17,271.77,280.04,304.21,361.54,537.1,775.21,468.93,179.23,332.18,381.38,251.85,325.66,550.36,919.54,360.97,338.31,482.75,556.82,311.76
STAT4,194.81,211.57,227,184.39,200.86,200.06,167.11,222.23,256.02,197.04,311.15,341.8,183.74,232.73,279.8,168.62,113.36,153.66,157.25,98.97,128.11,109.45,180.04,197.42,109.39,165.12,201.06,85.07,163.75,175.38,163.44,156.37,159.7,147.63,140.61,165.12,327.18,328.73,349.21,267.31,179.23,236.6,264.21,303.01,306.21,279.76,348.99,262.26,300.72,335.42,481.42,341.45
STAT5A,296.11,286.04,467.72,319.84,357.43,416.47,311.16,301.42,249.6,175.4,260.41,381.35,234.39,316.16,340.9,326.92,115.94,179.01,398.37,172.45,163.48,90.13,100.02,142.26,160.87,222.32,283.85,159.59,161.3,250.38,402.87,248.61,176.51,155.46,147.7,151.66,156.87,243.31,411.38,333.91,146.52,161.83,151.63,141.67,240.6,226.86,384.58,200.34,181.53,142.63,166.76,145.98
STAT5B,451.24,262.4,482.95,499.67,417.53,727.25,424.49,237.59,380.28,388.39,361.89,871.46,352.17,422.43,735.4,765.12,293.72,223.36,842.17,200.95,288.93,201.19,156.03,262.74,286.99,321.61,580.85,406.36,366.6,273.46,478.86,238.84,238.58,163.28,268.22,244.09,252.48,276.96,523.82,344.86,160.91,246.06,266.51,153.47,272.19,345.88,564.81,384.91,287.88,304.07,262.46,165.78
STAT6,368.36,274.22,324.51,311.87,309.99,291.91,313.09,283.69,198.18,182.23,234.56,152.54,175.5,287.18,151.15,175.51,149.43,167.92,164.24,154.46,197.51,111.06,98.02,194.51,142.85,241.75,214.2,163.81,119.76,216.92,215.06,252.88,208.2,140.92,150.06,163.32,164.33,289.9,326.36,295.59,122.97,258.36,149.34,106.25,226.02,255.34,296.18,204.43,235.62,277.43,272.61,150.93
SYK,250.06,157.2,295.56,298.21,276.77,374.95,243.94,147.76,211.03,181.1,194.35,457.62,162.54,242.39,410.58,454.25,152.01,134.65,391.38,156.71,212.86,119.11,108.02,143.71,135.13,202.9,268.08,157.48,193.08,177.69,289.61,191.8,159.7,106.25,131.16,114.86,150.89,182.48,271.51,229.9,124.28,179.81,130.96,102.31,133.67,168.87,256,189.83,132.02,186.52,140.66,108.87
SYT17,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
TAGAP,1070.37,1003.49,2419.34,972.03,1572.08,2502.6,669.39,674.95,673.8,522.78,1500.21,2234.44,575.95,1429.75,2201.92,1439.61,361.99,1001.17,2299.36,326.91,474.43,305.81,228.05,410.8,480.03,1339.33,1548.05,447.14,488.8,890.75,1521.17,498.44,528.89,327.69,399.37,487.27,416.81,663.93,1306.34,488.09,544.22,456.16,415.85,263.66,386.41,765.02,1757.58,550.21,478.58,512.54,555.37,324.13
TAL1,54.55,164.29,103.6,138.86,156.57,171.12,246.82,349.89,211.03,218.68,104.35,94.63,121.32,60.6,109.35,141.09,336.23,262.97,101.34,199.45,260.23,473.21,430.09,634.34,140.28,90.66,73.59,158.89,63.54,98.08,45.88,87.35,270.91,102.89,190.23,167.81,248,125.54,56.68,157.83,366.3,358.68,512.34,216.43,177.41,241.1,130.87,200.93,343.81,663,581.47,499.81
TAP1,2828.59,2809.55,7683.08,2262.76,4257.57,10516.2,1651.86,1988.21,5243.64,1118.46,4487.23,9617.12,1045.9,3393.47,5856.42,4568.9,596.45,2230.45,7237.05,974.74,687.95,458.72,456.1,722.89,568.83,2988.4,4387.9,1421.56,884.72,2294.96,4008.67,1698.11,907.78,663.2,699.5,772.64,818.69,2259.7,4421.83,2666.71,847.73,782.66,663.97,535.18,955.1,2151.6,5759.48,1433.93,913.15,885.57,955.59,504.75
TAP2,268.48,277.76,609.41,217.4,322.64,757.45,127.73,151.3,335.29,101.37,271.9,548.02,174.32,310.89,530.65,433.6,87.6,164.75,653.47,108.72,61.39,85.31,56.01,49.35,114.54,322.69,429.72,151.15,87.98,201.92,349.83,141.1,74.36,79.41,67.35,98.71,95.61,156.6,372.07,255.45,145.21,93.69,91.9,82.64,116.65,163.79,375.39,113.9,107.27,101.88,129.06,103.92
TAPBP,1304.85,1345.08,1247.76,720.49,937.87,1304.77,682.83,797.89,1087.29,357.63,544.75,570.61,494.68,666.57,641.07,772,265.38,405.54,967.97,465.63,389.02,178.66,222.05,267.09,365.49,635.67,705.69,447.84,344.6,538.84,807.18,641.98,459.71,282.95,417.1,384.08,340.62,600.52,884.91,805.58,681.58,354.89,257.32,200.69,442.31,570.71,910.36,297.3,497.83,399.68,464.02,264.75
TARP,745.22,829.74,693.2,537.23,458.65,223.96,500.36,593.39,573.1,579.73,727.61,425.14,494.68,641.11,426.66,143.39,194.52,131.48,106.58,157.46,295.6,223.73,210.05,317.9,293.42,230.96,251,113.19,371.49,437.3,405.74,422.09,492.69,448.47,451.36,481.89,760.42,881.36,1093.34,708.87,749.61,693.7,590.45,672.91,1032.87,839.28,1111.26,834.08,871.89,821.31,746.78,586.41
TBK1,142.39,130.02,222.43,119.51,181.88,232.77,117.17,134.75,193.89,70.62,224.03,333.33,94.23,245.9,333.4,320.04,85.02,114.06,192.2,60.73,76.74,56.33,54.01,72.58,60.49,222.32,181.35,106.86,97.76,162.69,173.48,115.45,88.58,48.09,85.07,78.97,107.56,191.54,259.62,195.24,122.97,109.78,98.79,82.64,92.35,130.22,249.11,123.24,79.76,95.61,76.85,59.38
TBP,51.71,49.64,88.36,88.78,80.66,59.14,84.51,79.2,55.7,45.56,49.78,29.66,51.82,54.45,62.18,20,20,20,20,47.24,30.69,20,20,20,27.03,37.77,64.39,34.45,20,41.54,73.12,43.98,20,51.45,40.17,30.51,40.34,58.24,62.16,76.63,56.25,45.43,20,20,20,44.76,57.4,68.92,34.84,20,20,20
TBX21,361.99,411.33,362.6,190.08,210.35,125.82,160.38,254.14,103.91,269.93,375.29,138.42,237.92,447.9,216.55,71.12,81.16,91.88,89.11,126.72,170.82,93.35,98.02,158.22,86.23,124.11,111.7,70.3,146.64,210,216.49,192.41,179.75,218.09,152.42,154.35,277.88,553.92,519.25,450.69,321.82,300.95,248.13,251.85,388.84,391.66,531.52,315.41,377.73,343.26,291.46,291.97
TBXA2R,20,20,20,36.42,20,28.94,25.93,33.1,20,20,22.02,20,20,20,20,20,34.78,20,20,20,20,37.02,20,20,20,20,20,20,20,28.85,20,20,20,20,23.63,20,20,20,21.94,20,20,22.71,20,20,20,22.38,20,20,20,37.62,20,20
TCF4,58.8,67.37,88.36,120.65,120.2,61.65,80.67,74.47,81.41,79.73,70.85,59.32,48.29,63.23,39.66,56.21,82.45,88.71,47.18,35.24,74.07,78.87,100.02,135,43.76,66.91,49.94,54.13,73.32,77.31,84.59,40.93,54.96,71.58,101.62,70.89,91.13,91.89,53.02,45.62,43.17,90.85,68.92,86.57,85.06,94.61,76.92,39.13,58.68,125.39,126.16,91.55
TCF7,71.55,56.73,68.56,201.46,186.62,123.31,185.35,125.3,56.77,56.95,36.38,35.31,63.6,65.87,40.74,29.82,79.87,20,82.12,45.74,56.72,20,42.01,69.68,101.67,51.8,53.88,20,87.98,76.15,37.28,48.87,57.54,54.8,55.53,73.58,49.3,42.71,41.14,36.49,34.01,50.16,20,20,20,44.76,47.07,30.96,37.59,20,50.75,20
TFRC,81.46,88.65,108.17,94.47,90.15,109.47,147.9,140.66,121.05,219.82,183.82,129.94,73.02,100.12,82.55,133.06,90.18,88.71,59.41,152.21,157.47,119.11,100.02,172.74,100.38,102.53,78.85,166.62,61.1,51.92,61.65,87.35,179.75,88.35,79.17,104.1,201.68,120.36,120.67,157.83,126.9,176.97,158.53,121.99,230.88,458.81,447.72,408.86,1048.84,1090.9,1104.94,673.01
TGFB1,733.89,635.9,757.19,614.63,662.68,563.68,750.06,807.34,495.98,539.87,517.94,285.31,661.93,761.42,460.97,437.05,342.67,346.92,410.6,557.85,408.37,321.91,286.06,374.51,459.44,547.17,596.62,563.84,422.81,565.38,576.35,605.33,493.98,397.03,462,480.99,724.57,924.07,963.53,833.86,837.26,713.57,503.15,598.14,695.06,767.05,846.07,399.52,703.2,537.61,739.53,643.31
TGFB2,20,20,41.13,42.11,20,35.23,51.86,57.92,51.42,39.86,20,20,20,35.13,25.73,33.27,36.07,57.03,20,28.49,22.02,43.46,42.01,47.9,33.46,31.3,20,30.93,63.54,39.23,38.71,26.88,27.16,39.14,31.9,29.61,47.81,20,20,27.37,20,35.02,20,114.12,53.47,32.55,27.55,20,22,45.45,47.85,74.23
TGFB3,20,20,20,20,20,25.16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.96,20,20,20,20,20
TGFBI,456.2,338.04,665.78,331.22,363.76,215.16,320.77,284.87,80.34,128.7,260.41,76.27,201.41,221.31,121.14,49.33,133.98,259.8,262.09,245.93,130.78,101.4,76.02,121.93,127.41,248.22,183.98,69.6,122.2,249.23,283.88,302.97,155.18,91.71,138.25,113.97,153.88,276.96,287.05,208.92,105.97,83.28,94.2,82.64,233.31,236.02,285.85,150.69,108.18,115.99,205.91,123.71
TGFBR1,456.2,176.11,309.27,470.08,317.89,446.67,370.71,219.86,264.59,330.3,197.22,430.79,230.85,279.28,427.73,489.81,180.35,123.56,234.13,162.71,228.87,122.33,120.03,254.03,190.47,156.49,202.38,236.93,263.95,197.3,182.08,182.03,215.31,166.64,174.87,181.27,231.56,230.37,355.61,307.45,193.62,207.26,202.18,192.82,238.17,239.07,303.07,303.73,240.21,211.6,221.86,163.3
TGFBR2,650.3,602.81,729.76,660.16,618.39,752.42,552.22,471.64,674.87,363.33,438.48,768.35,515.88,522.54,643.21,537.99,265.38,210.69,744.32,211.44,266.24,230.17,204.04,338.22,236.8,274.13,342.99,225.68,266.39,225,391.4,289.53,274.79,252.76,282.4,232.42,318.21,380.5,577.75,385,282.58,320.82,261.91,299.07,427.73,357.07,571.7,410.03,295.22,324.45,378.47,272.17
THBS1,219.6,275.4,175.2,293.66,468.14,418.99,735.65,612.3,577.39,290.44,155.1,87.57,734.96,688.53,384.85,487.52,470.2,405.54,359.93,546.6,218.86,196.37,218.05,418.06,348.76,556.89,348.25,602.51,613.44,734.99,493.2,447.13,433.85,224.8,479.72,752.9,631.94,671.7,308.99,145.06,384.62,428.71,330.84,362.03,221.15,433.37,130.87,123.24,207.2,210.03,301.61,232.58
THY1,20,30.73,20,20,36.38,31.46,24.01,20,26.78,29.61,37.34,38.14,23.56,20,20,20,50.24,58.61,48.92,20,26.69,51.51,20,42.1,20,22.66,20,20,48.88,31.15,20,20,20,23.49,25.99,20.64,40.34,31.06,20.11,20,20,32.18,62.03,20,20,25.43,24.11,20,29.34,47.02,62.35,54.43
TICAM1,20,27.19,31.99,26.18,20,26.42,20,20,32.14,20,26.81,20,20,20,20,27.53,38.65,41.19,41.93,20,20,33.8,20,53.71,20,37.77,20,20,20,23.08,20,20,20,20,20,20,20,20,20,20,20,21.77,20,20,20,29.5,28.7,20,21.09,32.92,39.15,20
TIGIT,182.76,169.02,169.11,135.45,124.94,113.24,104.68,143.03,215.32,87.7,134.99,148.3,90.69,134.37,90.05,86.03,48.95,79.21,59.41,131.22,131.45,69.21,56.01,84.19,81.08,93.89,78.85,102.64,80.65,115.38,91.76,149.04,113.8,74.93,89.8,59.23,89.64,160.48,110.61,172.43,154.37,112.62,112.58,20,148.25,167.86,152.68,189.83,159.53,98.75,129.06,91.55
TIRAP,87.13,52.01,68.56,73.98,61.68,67.94,50.9,73.29,33.21,38.72,67.97,67.8,61.25,73.77,45.02,81.44,30.92,47.52,54.16,41.99,41.37,43.46,20,42.1,55.34,60.44,53.88,50.62,20,54.23,73.12,61.08,49.14,48.09,60.26,46.66,62.75,72.48,77.7,81.2,64.1,48.27,20,20,89.92,74.26,72.32,66.59,55.01,57.99,47.85,20
TLR1,468.24,203.3,668.82,538.37,618.39,810.29,382.23,225.77,412.42,375.86,516.98,1064.96,243.81,452.29,591.75,571.26,194.52,343.76,644.73,149.96,190.17,136.81,128.03,239.51,168.59,330.25,360.07,199.66,317.72,300,536.21,285.26,178.45,131.97,159.51,152.55,233.06,245.9,691.11,362.19,137.36,173.19,259.62,161.34,196.85,267.55,460.35,230.71,161.36,195.92,182.71,98.97
TLR2,889.02,483.43,1834.31,766.01,1148.22,1892.36,534.93,205.68,1119.43,817.78,1876.46,2723.13,479.37,1229.52,1841.72,1096.63,409.66,749.29,2077.46,167.21,145.46,202.8,230.05,336.77,236.8,1154.78,1245.8,533.61,422.81,594.22,1038.01,367.11,163.58,98.42,210.32,218.96,225.59,337.79,847.43,276.43,43.17,157.1,250.43,20,221.15,593.09,1360.37,339.35,165.03,264.89,292.91,94.02
TLR3,26.92,20,44.18,20,33.21,20,20,20,27.85,25.06,40.21,20,20,20.2,20,20,28.34,20,20,20,20,33.8,20,47.9,20,20,20,20,20,23.08,20,20,20,20,20,20,20,38.83,20.11,22.81,20,20.82,20,20,20,20.35,20,20,20,20,36.25,20
TLR4,592.92,443.24,2314.22,669.27,1549.93,3136.74,519.57,278.96,1342.24,341.69,1466.7,3180.75,312.12,1002.93,2205.14,1919.1,265.38,863.35,3415.85,234.69,178.83,186.71,176.04,232.25,158.29,1040.38,1186.66,390.19,312.83,761.53,1511.14,464.84,169.4,93.94,189.05,194.73,204.67,357.2,1138.14,728.94,96.81,128.71,222.86,110.18,209,437.44,1601.45,548.46,134.77,170.85,184.16,74.23
TLR5,155.84,83.92,179.77,122.93,188.21,222.7,94.12,35.46,111.41,133.26,263.28,371.46,141.34,223.07,240.13,180.09,140.42,171.09,466.51,45.74,47.38,98.18,84.02,111.77,87.51,229.88,282.54,127.25,171.08,153.46,298.21,110.56,73.06,41.38,90.98,81.66,55.28,46.59,112.44,63.86,45.79,36.91,85.01,94.44,119.08,164.8,363.91,120.32,77.01,120.69,143.56,101.45
TLR6,239.43,107.56,425.06,361.95,458.65,900.89,235.29,124.12,356.72,340.55,503.58,1577.66,290.92,705.22,1200.66,1024.36,283.41,299.4,1551.55,203.95,218.86,170.61,158.03,285.96,177.6,403.63,703.06,346.6,210.18,204.23,448.75,250.44,137.72,116.31,150.06,148.07,173.3,159.19,573.18,288.29,103.35,171.3,156.23,110.18,209,350.97,916.1,320.66,202.62,255.48,255.21,116.29
TLR7,20,50.82,59.42,20,60.1,20,21.13,65.01,35.35,20,51.7,20,20,43.91,20,20,20,42.77,20,20,20,20,20,20,20,55.04,20,20,20,24.23,30.11,20,20,20,20,20,20,50.47,34.74,20,20,20,20,20,20,35.61,20,20,20,20,20,20
TLR8,369.07,237.58,490.57,305.04,332.13,700.83,282.35,183.22,296.73,243.74,222.11,577.68,197.87,274.88,547.8,539.14,157.16,101.38,396.62,99.72,118.11,104.62,82.02,140.8,126.12,198.58,270.71,163.11,136.86,176.54,295.35,186.91,114.44,52.56,107.52,77.17,109.06,177.31,364.75,234.47,94.19,100.32,167.72,110.18,191.99,190.24,414.43,163.54,131.11,197.49,162.41,79.18
TLR9,20,20,33.52,25.04,20,20,20,20,21.42,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,27.18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
TMEM173,127.51,127.65,153.87,133.17,213.51,266.74,110.44,79.2,119.98,71.75,86.16,101.69,65.96,104.51,100.77,66.53,56.68,68.12,295.28,59.23,44.71,45.07,52.01,43.55,55.34,99.29,120.9,64.68,65.99,66.92,143.37,62.92,45.91,46.97,47.26,47.56,61.25,81.54,116.1,121.34,70.64,55.84,55.14,82.64,85.06,50.87,133.17,35.63,52.26,45.45,65.25,66.81
TNF,56.67,52.01,71.61,42.11,33.21,36.49,37.45,48.46,91.05,37.59,49.78,29.66,32.98,51.82,42.88,25.24,20,20,20,21.74,20,20,20,20,20,20,20,20,20,25.38,43.01,28.71,24.57,34.67,20,20,41.83,38.83,64.91,47.44,37.94,39.75,20,20,20,31.54,65.44,42.05,27.5,31.35,29,20
TNFAIP3,250.06,228.12,386.97,198.05,279.94,432.83,130.61,119.39,859.12,125.29,318.81,343.22,129.56,343.39,326.96,332.66,72.14,188.51,323.24,86.98,101.42,83.7,76.02,98.71,87.51,227.72,165.58,113.89,65.99,155.77,215.06,151.49,96.99,105.13,106.34,93.33,165.83,210.96,344.64,179.73,159.6,134.39,103.39,118.05,191.99,203.46,323.73,180.48,167.78,156.74,158.06,113.82
TNFAIP6,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
TNFRSF11A,20,20,30.47,20,49.03,20,24.01,20,20,20,23.93,20,20,20,20,20,25.76,20,20,20,20,20,20,20,20,20,28.91,20,20,20,20,20,20,22.37,20,20,20,33.65,20,20,20,24.61,20,20,51.04,20,20,20,20,20,20,20
TNFRSF13B,21.25,20,20,31.87,20,31.46,20,20,53.56,20,20,20,20,21.08,25.73,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,24.23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
TNFRSF13C,48.88,31.91,42.66,86.5,72.75,70.46,67.23,56.74,42.85,26.2,24.89,20,29.45,41.28,20,20,43.8,47.52,20,21.74,52.05,48.29,48.01,91.45,55.34,21.58,30.23,59.76,20,33.46,44.45,21.99,42.03,54.8,54.35,52.05,31.37,28.47,25.6,30.11,58.87,66.25,48.25,20,20,36.62,29.85,20,45.84,40.75,71.05,59.38
